"","Post","Entity","Position","Type","message"
"3162","547","EDGE","5","Organization","The EDGE program is one of Waterloo’s many experiential education opportunities helping to prepare students to be creative and resilient leaders in a changing, complex world. 

EDGE continues to help students discover the impact they can make.

Learn more: https://t.co/1VtQJoiJLG https://t.co/WVPEbLMp0X"
"3163","548","Waterloo Institute for Sustainable Aeronautics","88","Organization","RT @BardishKW : Congratulations to Dr. Suzanne Kearns and @uWaterloo for launching the Waterloo Institute for Sustainable Aeronautics (WISA). @Cmdr_Hadfield, @skearns4, @b_momani, Mary Wells, Thomas Lagaillarde were incredible. I can’t wait to try out the new flight simulator! #KWawesome https://t.co/pieYg39ae3"
"3164","548","WISA","136","Organization","RT @BardishKW : Congratulations to Dr. Suzanne Kearns and @uWaterloo for launching the Waterloo Institute for Sustainable Aeronautics (WISA). @Cmdr_Hadfield, @skearns4, @b_momani, Mary Wells, Thomas Lagaillarde were incredible. I can’t wait to try out the new flight simulator! #KWawesome https://t.co/pieYg39ae3"
"3165","548","Dr. Suzanne Kearns","36","Person","RT @BardishKW : Congratulations to Dr. Suzanne Kearns and @uWaterloo for launching the Waterloo Institute for Sustainable Aeronautics (WISA). @Cmdr_Hadfield, @skearns4, @b_momani, Mary Wells, Thomas Lagaillarde were incredible. I can’t wait to try out the new flight simulator! #KWawesome https://t.co/pieYg39ae3"
"3166","548","Mary Wells","181","Person","RT @BardishKW : Congratulations to Dr. Suzanne Kearns and @uWaterloo for launching the Waterloo Institute for Sustainable Aeronautics (WISA). @Cmdr_Hadfield, @skearns4, @b_momani, Mary Wells, Thomas Lagaillarde were incredible. I can’t wait to try out the new flight simulator! #KWawesome https://t.co/pieYg39ae3"
"3167","548","Thomas Lagaillarde","193","Person","RT @BardishKW : Congratulations to Dr. Suzanne Kearns and @uWaterloo for launching the Waterloo Institute for Sustainable Aeronautics (WISA). @Cmdr_Hadfield, @skearns4, @b_momani, Mary Wells, Thomas Lagaillarde were incredible. I can’t wait to try out the new flight simulator! #KWawesome https://t.co/pieYg39ae3"
"3168","549","Waterloo Pharmacy.","255","Location","RT @UWPharmacy : For several years, we've been building connections with Indigenous healthcare providers and educators and with others like us who are eager to do the work of decolonizing our institution. We've developed a strategy for Indigenization at Waterloo Pharmacy. 
1/3 https://t.co/OWqBzP1a0m"
"3169","550","Senate","18","Organization","On behalf of the Senate and the Board of Governors of #UWaterloo, it is our pleasure to invite the #UWaterlooCommunity to virtually attend the Installation of Dr. Vivek Goel as President and Vice-Chancellor of the University of Waterloo.

 https://t.co/VPAerjJtLH | @UWaterlooPres https://t.co/ZNn83ZvyPA"
"3170","550","Board of Governors","33","Organization","On behalf of the Senate and the Board of Governors of #UWaterloo, it is our pleasure to invite the #UWaterlooCommunity to virtually attend the Installation of Dr. Vivek Goel as President and Vice-Chancellor of the University of Waterloo.

 https://t.co/VPAerjJtLH | @UWaterlooPres https://t.co/ZNn83ZvyPA"
"3171","550","University of Waterloo","215","Organization","On behalf of the Senate and the Board of Governors of #UWaterloo, it is our pleasure to invite the #UWaterlooCommunity to virtually attend the Installation of Dr. Vivek Goel as President and Vice-Chancellor of the University of Waterloo.

 https://t.co/VPAerjJtLH | @UWaterlooPres https://t.co/ZNn83ZvyPA"
"3172","551","Waterloo Institute for Sustainable Aeronautics","57","Organization","RT @WaterlooSci : It's today!!! We're launching the new Waterloo Institute for Sustainable Aeronautics, the first of its kind in Canada! ??

Make sure you join us today from 1- 2:30pm for the virtual launch event! https://t.co/s93FGzB9KZ"
"3173","551","We","33","Person","RT @WaterlooSci : It's today!!! We're launching the new Waterloo Institute for Sustainable Aeronautics, the first of its kind in Canada! ??

Make sure you join us today from 1- 2:30pm for the virtual launch event! https://t.co/s93FGzB9KZ"
"3174","551","today","24","Date","RT @WaterlooSci : It's today!!! We're launching the new Waterloo Institute for Sustainable Aeronautics, the first of its kind in Canada! ??

Make sure you join us today from 1- 2:30pm for the virtual launch event! https://t.co/s93FGzB9KZ"
"3175","551","today","164","Date","RT @WaterlooSci : It's today!!! We're launching the new Waterloo Institute for Sustainable Aeronautics, the first of its kind in Canada! ??

Make sure you join us today from 1- 2:30pm for the virtual launch event! https://t.co/s93FGzB9KZ"
"3176","551","Canada","130","Location","RT @WaterlooSci : It's today!!! We're launching the new Waterloo Institute for Sustainable Aeronautics, the first of its kind in Canada! ??

Make sure you join us today from 1- 2:30pm for the virtual launch event! https://t.co/s93FGzB9KZ"
"3177","552","Today","1","Date","Today is the launch of @WISA_UW! @WISA_UW is leading the charge for a cleaner, greener, durable air transport sector from electric planes, optimized routes, and social equity. 

Learn more: https://t.co/RyBG36a6eX https://t.co/l8HxrLU1op"
"3178","553","Two years ago","19","Date","RT @WaterlooSci : Two years ago, we celebrated the launch of the Waterloo Centre for Astrophysics (@UWaterlooAstro)!

We're proud of the collaboration, ingenuity, and innovation from all the researchers in this Centre, happening under the direction of Prof. Will Percival!

https://t.co/G4H6jmY1xc"
"3179","554","Stars","234","Organization","RT @uwaterlooARTS : As a literary historian, Dr. Jennifer Harris (@mypbjam) brings new life to past stories and people. Ellen Harding Baker's solar system quilt inspired her to try something new: a children's book.

She Stitched the Stars launched Oct 1??

https://t.co/piAGk7yk0m #WomensHistoryMonth https://t.co/aXjjZhfo31"
"3180","554","Dr.","46","Person","RT @uwaterlooARTS : As a literary historian, Dr. Jennifer Harris (@mypbjam) brings new life to past stories and people. Ellen Harding Baker's solar system quilt inspired her to try something new: a children's book.

She Stitched the Stars launched Oct 1??

https://t.co/piAGk7yk0m #WomensHistoryMonth https://t.co/aXjjZhfo31"
"3181","554","Jennifer Harris","50","Person","RT @uwaterlooARTS : As a literary historian, Dr. Jennifer Harris (@mypbjam) brings new life to past stories and people. Ellen Harding Baker's solar system quilt inspired her to try something new: a children's book.

She Stitched the Stars launched Oct 1??

https://t.co/piAGk7yk0m #WomensHistoryMonth https://t.co/aXjjZhfo31"
"3182","554","Ellen Harding Baker","121","Person","RT @uwaterlooARTS : As a literary historian, Dr. Jennifer Harris (@mypbjam) brings new life to past stories and people. Ellen Harding Baker's solar system quilt inspired her to try something new: a children's book.

She Stitched the Stars launched Oct 1??

https://t.co/piAGk7yk0m #WomensHistoryMonth https://t.co/aXjjZhfo31"
"3183","554","Oct 1?","249","Date","RT @uwaterlooARTS : As a literary historian, Dr. Jennifer Harris (@mypbjam) brings new life to past stories and people. Ellen Harding Baker's solar system quilt inspired her to try something new: a children's book.

She Stitched the Stars launched Oct 1??

https://t.co/piAGk7yk0m #WomensHistoryMonth https://t.co/aXjjZhfo31"
"3184","555","Dean","101","Person","Tomorrow is the launch of @WISA_UW! The launch will feature a panel discussion with @Cmdr_Hadfield, Dean of @WaterlooENG, Mary Wells, Suzanne Kearns and Thomas Lagaillarde. to discuss how #WISA will help build a sustainable future in Aviation. 

 ?? https://t.co/E5rC8r34IO https://t.co/dkwJ8fdkEY"
"3185","555","Mary Wells","123","Person","Tomorrow is the launch of @WISA_UW! The launch will feature a panel discussion with @Cmdr_Hadfield, Dean of @WaterlooENG, Mary Wells, Suzanne Kearns and Thomas Lagaillarde. to discuss how #WISA will help build a sustainable future in Aviation. 

 ?? https://t.co/E5rC8r34IO https://t.co/dkwJ8fdkEY"
"3186","555","Suzanne Kearns","135","Person","Tomorrow is the launch of @WISA_UW! The launch will feature a panel discussion with @Cmdr_Hadfield, Dean of @WaterlooENG, Mary Wells, Suzanne Kearns and Thomas Lagaillarde. to discuss how #WISA will help build a sustainable future in Aviation. 

 ?? https://t.co/E5rC8r34IO https://t.co/dkwJ8fdkEY"
"3187","555","Thomas Lagaillarde","154","Person","Tomorrow is the launch of @WISA_UW! The launch will feature a panel discussion with @Cmdr_Hadfield, Dean of @WaterlooENG, Mary Wells, Suzanne Kearns and Thomas Lagaillarde. to discuss how #WISA will help build a sustainable future in Aviation. 

 ?? https://t.co/E5rC8r34IO https://t.co/dkwJ8fdkEY"
"3188","555","://t.co/E5rC8r34IO","256","Date","Tomorrow is the launch of @WISA_UW! The launch will feature a panel discussion with @Cmdr_Hadfield, Dean of @WaterlooENG, Mary Wells, Suzanne Kearns and Thomas Lagaillarde. to discuss how #WISA will help build a sustainable future in Aviation. 

 ?? https://t.co/E5rC8r34IO https://t.co/dkwJ8fdkEY"
"3189","556","Mechatronics Engineering MASc","50","Organization","Meet Christian Mele, a first-year Mechanical and Mechatronics Engineering MASc student at #UWaterloo. Christian is interested in research that centres around pressure ulcers and skin injuries in rehabilitation and long-term care settings.

https://t.co/UEkUaDbda4 | @WaterlooENG https://t.co/PUinSZ4KvH"
"3190","556","Meet","1","Person","Meet Christian Mele, a first-year Mechanical and Mechatronics Engineering MASc student at #UWaterloo. Christian is interested in research that centres around pressure ulcers and skin injuries in rehabilitation and long-term care settings.

https://t.co/UEkUaDbda4 | @WaterlooENG https://t.co/PUinSZ4KvH"
"3191","556","Christian Mele","6","Person","Meet Christian Mele, a first-year Mechanical and Mechatronics Engineering MASc student at #UWaterloo. Christian is interested in research that centres around pressure ulcers and skin injuries in rehabilitation and long-term care settings.

https://t.co/UEkUaDbda4 | @WaterlooENG https://t.co/PUinSZ4KvH"
"3192","557","Student Mental Health Research Conference","19","Organization","The second annual Student Mental Health Research Conference is taking place virtually on Nov.10th. This conference aims to bring together members of the #UWaterloo community. Submissions are open to students, faculty and staff until  Oct. 12th.

More info: https://t.co/kwtgBMV2iD https://t.co/7CeAa7dRUN"
"3193","558","AVP","94","Organization","In this episode of #BeyondtheBulletin, we revisit our conversation with Jean Becker, interim AVP of @uwaterlooHREI. Jean Becker leads the work to create the #UWaterloo response to the Truth and Reconciliation Commission’s Calls to Action. 

Listen here: https://t.co/4dNYU5l32l https://t.co/yEkfcxGXav"
"3194","558","Truth and Reconciliation Commission","185","Organization","In this episode of #BeyondtheBulletin, we revisit our conversation with Jean Becker, interim AVP of @uwaterlooHREI. Jean Becker leads the work to create the #UWaterloo response to the Truth and Reconciliation Commission’s Calls to Action. 

Listen here: https://t.co/4dNYU5l32l https://t.co/yEkfcxGXav"
"3195","558","Jean Becker","73","Person","In this episode of #BeyondtheBulletin, we revisit our conversation with Jean Becker, interim AVP of @uwaterlooHREI. Jean Becker leads the work to create the #UWaterloo response to the Truth and Reconciliation Commission’s Calls to Action. 

Listen here: https://t.co/4dNYU5l32l https://t.co/yEkfcxGXav"
"3196","558","Jean Becker","117","Person","In this episode of #BeyondtheBulletin, we revisit our conversation with Jean Becker, interim AVP of @uwaterlooHREI. Jean Becker leads the work to create the #UWaterloo response to the Truth and Reconciliation Commission’s Calls to Action. 

Listen here: https://t.co/4dNYU5l32l https://t.co/yEkfcxGXav"
